crop,state,season,area_hectares,production_tons,rainfall_mm,fertilizer_kg_ha
Maize,Gujarat,Kharif,4.79,18.23,396.6,84.8
Chickpea,Tamil Nadu,Rabi,42.69,77.73,614.2,30.1
Apple,Karnataka,Whole Year,26.76,363.63,1169.7,82.5
Wheat,Uttar Pradesh,Zaid,7.52,17.68,427.0,38.6
Potato,Gujarat,Zaid,37.7,683.08,578.3,130.0
Cotton,Haryana,Zaid,31.57,80.36,961.7,96.5
Grapes,Tamil Nadu,Zaid,11.29,208.45,680.2,154.4
Maize,Tamil Nadu,Rabi,48.73,140.26,656.5,102.1
Tomato,Madhya Pradesh,Kharif,16.75,548.84,738.5,186.4
Wheat,Goa,Rabi,38.33,163.4,513.3,119.9
Banana,Maharashtra,Whole Year,25.94,877.34,1253.8,172.5
Chickpea,Punjab,Whole Year,33.63,54.6,625.9,42.4
Banana,Tamil Nadu,Zaid,2.57,87.55,1418.2,206.9
Cotton,Tamil Nadu,Rabi,35.3,90.23,1151.8,82.6
Grapes,Goa,Kharif,7.86,109.12,770.4,127.3
Potato,Haryana,Rabi,3.27,48.15,805.9,110.9
Banana,Rajasthan,Zaid,8.72,433.56,1126.6,261.3
Banana,Haryana,Rabi,23.69,872.85,1353.8,165.8
Potato,Madhya Pradesh,Whole Year,15.51,282.17,745.2,170.9
Wheat,Tamil Nadu,Zaid,15.44,59.65,492.4,97.3
Cotton,Rajasthan,Whole Year,37.42,85.48,841.6,78.2
Cotton,Haryana,Whole Year,9.8,20.1,859.2,67.2
Apple,Gujarat,Zaid,35.5,376.53,1018.1,82.5
Maize,Rajasthan,Zaid,22.75,113.38,710.8,98.6
Rice,Madhya Pradesh,Rabi,9.85,34.09,1079.2,124.8
Maize,Maharashtra,Whole Year,45.42,197.98,692.7,108.0
Cotton,Goa,Rabi,2.61,5.68,1001.0,82.6
Grapes,Madhya Pradesh,Kharif,15.7,232.89,1061.4,97.3
Apple,Gujarat,Zaid,10.02,152.78,1110.7,132.8
Chickpea,Rajasthan,Zaid,23.13,33.8,493.0,45.0
Chickpea,Karnataka,Rabi,34.17,62.93,322.2,99.8
Chickpea,Punjab,Whole Year,48.74,79.1,433.9,52.5
Rice,Rajasthan,Whole Year,48.71,197.91,1142.5,154.9
Rice,Rajasthan,Kharif,18.16,60.9,1159.6,110.0
Rice,Karnataka,Whole Year,21.43,95.11,1016.7,159.3
Wheat,Karnataka,Zaid,21.72,102.64,510.7,127.2
Banana,Haryana,Rabi,30.4,1395.33,1434.1,254.8
Grapes,Karnataka,Whole Year,28.86,454.93,574.0,154.7
Chickpea,Karnataka,Kharif,36.42,68.0,506.4,27.2
Chickpea,Maharashtra,Whole Year,48.41,87.48,455.8,20.0
Wheat,Haryana,Whole Year,7.22,23.41,553.7,127.9
Maize,Goa,Whole Year,21.41,90.63,855.2,90.6
Tomato,Goa,Kharif,19.39,424.59,668.0,168.5
Grapes,Rajasthan,Zaid,15.77,282.45,776.9,82.4
Maize,Madhya Pradesh,Rabi,5.31,21.65,559.0,83.4
Rice,Uttar Pradesh,Zaid,43.35,134.9,999.7,156.8
Cotton,Gujarat,Whole Year,32.74,60.71,645.5,84.8
Grapes,Gujarat,Rabi,36.69,454.75,510.6,132.4
Chickpea,Uttar Pradesh,Whole Year,35.91,51.7,482.3,51.9
Apple,Haryana,Zaid,35.3,470.47,842.7,109.9
Rice,Madhya Pradesh,Whole Year,20.91,80.99,918.3,139.5
Apple,Punjab,Rabi,24.89,268.19,1098.6,79.1
Tomato,Haryana,Kharif,18.79,354.12,721.9,168.8
Apple,Rajasthan,Zaid,32.64,298.6,807.9,122.5
Banana,Uttar Pradesh,Kharif,28.84,1032.41,1068.7,127.9
Wheat,Haryana,Zaid,5.11,19.91,392.2,161.4
Chickpea,Rajasthan,Kharif,12.52,17.45,250.0,38.4
Maize,Karnataka,Kharif,47.77,223.23,775.6,134.5
Chickpea,Uttar Pradesh,Zaid,40.03,43.16,465.1,20.0
Maize,Punjab,Whole Year,37.52,134.27,738.8,131.1
Rice,Karnataka,Kharif,46.39,175.28,730.6,160.4
Wheat,Madhya Pradesh,Zaid,6.61,25.55,314.0,143.9
Cotton,Uttar Pradesh,Whole Year,47.45,65.76,373.0,49.1
Rice,Haryana,Zaid,25.75,90.87,1096.6,104.6
Rice,Gujarat,Whole Year,26.69,82.15,847.8,122.3
Grapes,Madhya Pradesh,Whole Year,38.28,464.78,466.3,116.8
Potato,Tamil Nadu,Whole Year,2.19,36.64,514.1,151.9
Potato,Haryana,Kharif,36.61,535.21,524.9,167.4
Apple,Punjab,Whole Year,4.98,65.11,939.9,114.1
Chickpea,Uttar Pradesh,Kharif,45.02,85.58,518.5,65.6
Maize,Punjab,Zaid,34.62,141.6,507.3,169.8
Wheat,Gujarat,Whole Year,24.81,115.96,521.4,154.2
Banana,Haryana,Zaid,43.62,1403.2,1406.1,204.2
Chickpea,Tamil Nadu,Rabi,37.31,63.02,625.6,83.6
Maize,Gujarat,Rabi,47.21,186.12,693.5,125.8
Banana,Madhya Pradesh,Kharif,5.13,173.51,1048.4,152.8
Rice,Uttar Pradesh,Kharif,9.95,40.18,968.4,140.3
Maize,Maharashtra,Zaid,49.47,196.51,723.2,133.6
Maize,Karnataka,Whole Year,23.21,111.62,773.0,121.0
Grapes,Maharashtra,Rabi,28.47,386.66,445.7,161.6
Apple,Rajasthan,Rabi,21.76,236.77,1012.0,52.5
Chickpea,Punjab,Zaid,26.82,56.26,228.6,60.8
Potato,Karnataka,Rabi,49.23,879.72,716.2,120.1
Apple,Karnataka,Kharif,47.69,505.17,859.5,95.3
Chickpea,Rajasthan,Kharif,35.05,55.2,451.9,82.4
Grapes,Goa,Whole Year,5.26,88.47,669.3,130.4
Cotton,Uttar Pradesh,Rabi,34.69,72.43,719.3,74.9
Cotton,Madhya Pradesh,Whole Year,14.73,34.28,594.7,111.8
Grapes,Uttar Pradesh,Kharif,5.93,112.29,601.3,128.4
Apple,Gujarat,Kharif,47.42,644.15,1013.2,95.1
Apple,Karnataka,Whole Year,23.42,275.73,623.2,70.5
Banana,Tamil Nadu,Rabi,14.94,535.89,950.4,172.9
Potato,Tamil Nadu,Rabi,11.31,246.41,484.1,124.5
Wheat,Rajasthan,Whole Year,27.61,87.42,311.6,88.5
Maize,Goa,Zaid,6.03,19.6,565.9,104.0
Maize,Punjab,Kharif,47.46,234.21,739.4,147.7
Maize,Haryana,Zaid,6.1,29.36,743.4,106.6
Apple,Karnataka,Zaid,20.78,265.95,939.7,75.1
Potato,Gujarat,Whole Year,40.5,856.82,892.2,188.6
Grapes,Karnataka,Whole Year,28.04,491.97,249.5,168.5
Cotton,Haryana,Whole Year,32.37,72.57,763.8,71.9
Cotton,Karnataka,Rabi,41.07,111.99,829.5,86.2
Grapes,Punjab,Rabi,25.84,466.64,487.0,130.4
Potato,Tamil Nadu,Whole Year,2.53,56.58,888.3,163.2
Apple,Uttar Pradesh,Kharif,38.94,380.95,996.8,66.9
Maize,Tamil Nadu,Rabi,26.04,82.5,688.6,110.2
Potato,Gujarat,Rabi,18.63,366.99,930.8,129.7
Chickpea,Goa,Whole Year,43.94,80.15,721.9,45.6
Rice,Madhya Pradesh,Whole Year,47.74,163.73,1148.6,117.7
Apple,Maharashtra,Zaid,33.31,288.08,561.9,81.3
Rice,Gujarat,Whole Year,25.08,76.21,1023.8,96.3
Rice,Haryana,Kharif,42.8,190.32,841.4,174.0
Chickpea,Rajasthan,Whole Year,24.92,52.0,571.0,55.5
Tomato,Uttar Pradesh,Rabi,35.41,661.51,748.3,104.5
Maize,Gujarat,Whole Year,24.74,126.93,768.9,81.7
Tomato,Gujarat,Rabi,7.23,104.26,669.8,93.2
Chickpea,Goa,Zaid,17.97,29.05,401.2,51.8
Apple,Tamil Nadu,Kharif,2.03,36.72,1145.4,117.2
Rice,Goa,Kharif,17.44,58.9,726.9,101.5
Rice,Haryana,Whole Year,19.08,90.7,1122.1,160.3
Cotton,Goa,Whole Year,45.07,97.04,708.6,84.4
Banana,Haryana,Rabi,24.18,980.62,1299.5,191.7
Chickpea,Madhya Pradesh,Whole Year,14.33,28.69,526.6,76.2
Tomato,Tamil Nadu,Rabi,3.98,86.08,455.6,179.9
Tomato,Goa,Kharif,16.64,365.73,782.0,161.3
Maize,Karnataka,Zaid,13.0,63.62,613.8,120.8
Apple,Tamil Nadu,Whole Year,25.28,280.84,922.6,111.8
Banana,Goa,Zaid,31.59,1035.75,1231.0,220.4
Cotton,Uttar Pradesh,Whole Year,44.34,108.11,894.4,88.6
Grapes,Gujarat,Zaid,10.57,187.48,663.9,152.2
Banana,Uttar Pradesh,Whole Year,42.54,1499.12,1310.6,230.9
Banana,Rajasthan,Whole Year,10.82,460.34,1118.4,173.5
Grapes,Haryana,Whole Year,24.8,406.1,969.0,147.0
Cotton,Punjab,Rabi,15.39,32.84,788.9,83.5
Tomato,Goa,Kharif,22.17,480.38,577.7,140.7
Chickpea,Maharashtra,Zaid,33.34,65.88,816.7,76.4
Apple,Punjab,Whole Year,5.58,74.76,784.3,91.2
Cotton,Haryana,Rabi,45.7,87.07,668.5,110.4
Tomato,Tamil Nadu,Kharif,13.37,346.68,807.5,183.8
Wheat,Goa,Rabi,13.06,38.66,218.3,107.9
Rice,Goa,Whole Year,30.46,113.54,1316.7,137.2
Chickpea,Madhya Pradesh,Zaid,10.49,17.79,574.5,106.9
Tomato,Uttar Pradesh,Rabi,36.03,543.65,879.6,165.4
Maize,Madhya Pradesh,Zaid,19.42,93.37,875.9,126.1
Tomato,Maharashtra,Rabi,27.04,567.83,724.1,158.5
Grapes,Goa,Rabi,31.92,405.92,546.9,110.6
Wheat,Madhya Pradesh,Zaid,35.73,121.51,416.5,132.8
Apple,Uttar Pradesh,Rabi,37.26,435.4,955.6,119.0
Potato,Madhya Pradesh,Zaid,25.61,467.65,532.0,162.7
Potato,Maharashtra,Kharif,47.0,715.51,509.4,174.4
Cotton,Haryana,Whole Year,20.97,41.05,595.5,86.4
Rice,Uttar Pradesh,Kharif,22.95,76.69,630.4,113.0
Rice,Tamil Nadu,Rabi,34.87,131.36,1177.3,115.4
Potato,Madhya Pradesh,Zaid,47.77,920.56,778.5,168.4
Tomato,Goa,Rabi,29.81,731.32,514.0,160.0
Potato,Rajasthan,Whole Year,7.22,137.56,449.1,146.4
Apple,Maharashtra,Whole Year,44.73,541.01,835.6,45.5
Potato,Maharashtra,Whole Year,13.12,208.64,492.3,139.1
Maize,Haryana,Whole Year,29.91,114.74,807.3,59.8
Apple,Maharashtra,Rabi,24.68,289.18,859.7,93.2
Apple,Tamil Nadu,Kharif,6.69,66.31,892.2,116.3
Maize,Maharashtra,Kharif,8.93,40.58,774.8,124.4
Banana,Karnataka,Kharif,5.59,239.06,1204.6,226.9
Banana,Madhya Pradesh,Zaid,22.97,791.41,1287.3,235.2
Grapes,Karnataka,Kharif,29.42,363.85,835.8,136.7
Maize,Rajasthan,Rabi,2.9,10.17,648.6,100.2
Tomato,Tamil Nadu,Kharif,3.78,79.33,806.5,181.8
Maize,Goa,Zaid,34.14,127.55,676.2,125.1
Maize,Rajasthan,Kharif,5.66,26.74,765.4,92.2
Grapes,Punjab,Kharif,18.86,350.05,731.7,127.8
Tomato,Madhya Pradesh,Zaid,7.8,184.92,803.4,128.5
Chickpea,Tamil Nadu,Kharif,41.92,104.18,635.7,47.6
Cotton,Punjab,Zaid,43.16,109.5,765.0,98.6
Chickpea,Rajasthan,Whole Year,46.4,80.75,200.0,71.1
Tomato,Haryana,Whole Year,28.95,617.16,809.5,150.1
Maize,Uttar Pradesh,Zaid,30.7,137.6,570.5,107.9
Maize,Maharashtra,Zaid,21.19,74.32,572.8,151.4
Wheat,Karnataka,Zaid,43.58,204.89,495.7,130.5
Chickpea,Goa,Zaid,44.17,47.2,369.3,20.0
Rice,Karnataka,Zaid,9.65,34.13,1037.6,154.4
Wheat,Rajasthan,Whole Year,27.67,104.1,315.4,96.9
Cotton,Madhya Pradesh,Whole Year,16.1,44.48,815.6,62.3
Grapes,Madhya Pradesh,Whole Year,10.83,161.9,505.8,131.3
Chickpea,Goa,Rabi,1.88,4.16,708.0,20.0
Grapes,Punjab,Zaid,34.76,462.77,515.4,135.9
Maize,Haryana,Kharif,7.18,34.93,757.5,102.6
Apple,Maharashtra,Rabi,44.52,580.36,1051.6,74.1
Banana,Rajasthan,Whole Year,28.05,925.92,1037.0,187.3
Tomato,Haryana,Kharif,2.92,52.97,903.6,133.5
Maize,Uttar Pradesh,Whole Year,29.94,118.16,687.9,123.7
Tomato,Karnataka,Zaid,34.16,649.74,912.0,157.4
Cotton,Punjab,Kharif,23.26,48.09,687.2,79.7
Banana,Maharashtra,Zaid,40.74,1038.01,934.8,182.9
Cotton,Gujarat,Rabi,3.51,8.69,837.0,130.9
Banana,Madhya Pradesh,Rabi,6.39,205.54,1192.3,192.9
Apple,Uttar Pradesh,Kharif,36.54,375.01,915.1,113.2
Maize,Maharashtra,Whole Year,18.28,74.02,331.2,116.3
Tomato,Maharashtra,Zaid,37.77,619.95,735.6,124.8
Apple,Tamil Nadu,Rabi,16.25,244.07,986.7,100.1
Rice,Uttar Pradesh,Whole Year,49.62,171.34,1146.3,81.5
Tomato,Uttar Pradesh,Rabi,12.55,269.53,864.0,148.7
Rice,Maharashtra,Rabi,41.45,130.02,851.2,137.9
Wheat,Madhya Pradesh,Whole Year,25.53,113.23,722.8,153.6
Rice,Gujarat,Rabi,45.71,137.03,970.1,50.3
Maize,Punjab,Rabi,4.84,18.95,750.5,104.2
Banana,Madhya Pradesh,Rabi,40.41,1661.9,1025.0,221.0
Banana,Karnataka,Rabi,25.89,815.05,1063.0,238.8
Cotton,Gujarat,Kharif,21.92,43.08,621.9,100.3
Maize,Madhya Pradesh,Rabi,28.93,168.34,810.6,137.6
Wheat,Haryana,Rabi,46.08,182.26,408.4,134.3
Potato,Goa,Rabi,34.97,618.56,579.5,146.2
Wheat,Rajasthan,Zaid,47.77,144.23,542.3,106.7
Rice,Tamil Nadu,Whole Year,44.21,95.92,982.2,102.1
Apple,Goa,Whole Year,44.47,558.42,592.0,119.2
Grapes,Punjab,Kharif,49.65,741.07,589.3,107.7
Cotton,Tamil Nadu,Rabi,10.54,18.96,817.5,145.0
Banana,Haryana,Whole Year,11.34,415.81,1165.2,223.8
Chickpea,Uttar Pradesh,Rabi,33.86,58.13,200.0,63.9
Banana,Uttar Pradesh,Zaid,41.24,1650.75,1383.3,189.8
Rice,Haryana,Zaid,42.06,153.52,1189.4,79.3
Cotton,Goa,Whole Year,24.87,59.11,808.4,51.3
Banana,Karnataka,Zaid,17.48,473.71,1406.6,169.6
Tomato,Tamil Nadu,Rabi,18.47,456.94,608.6,140.2
Wheat,Rajasthan,Whole Year,15.04,59.55,325.6,117.7
Tomato,Punjab,Zaid,30.29,681.26,850.1,176.5
Apple,Haryana,Rabi,40.08,593.88,802.5,106.4
Wheat,Karnataka,Zaid,3.69,18.08,662.4,158.6
Rice,Gujarat,Kharif,4.47,16.66,813.3,133.0
Wheat,Tamil Nadu,Whole Year,7.15,33.86,689.5,132.9
Maize,Maharashtra,Rabi,45.65,179.93,447.4,123.8
Tomato,Haryana,Rabi,5.86,118.77,787.9,146.1
Cotton,Gujarat,Kharif,40.22,83.36,868.9,83.1
Wheat,Uttar Pradesh,Rabi,18.73,60.89,272.1,133.0
Tomato,Uttar Pradesh,Whole Year,41.64,1066.6,565.5,176.4
Grapes,Gujarat,Zaid,33.51,747.21,609.8,164.4
Tomato,Gujarat,Rabi,39.4,980.7,607.6,191.1
Chickpea,Punjab,Whole Year,1.41,2.05,333.5,51.6
Tomato,Haryana,Zaid,45.16,1001.08,660.3,184.9
Potato,Tamil Nadu,Zaid,26.85,435.6,487.8,127.0
Maize,Uttar Pradesh,Kharif,3.29,12.51,311.7,119.7
Grapes,Gujarat,Zaid,4.08,89.79,860.4,121.3
Potato,Tamil Nadu,Whole Year,26.92,446.78,341.7,141.0
Wheat,Madhya Pradesh,Whole Year,34.55,183.6,795.7,124.9
Grapes,Madhya Pradesh,Rabi,21.03,352.82,562.0,161.6
Wheat,Punjab,Zaid,21.12,66.77,536.2,136.6
Potato,Uttar Pradesh,Whole Year,15.44,289.8,616.2,176.5
Potato,Punjab,Rabi,27.83,491.87,481.0,135.0
Tomato,Haryana,Whole Year,2.8,48.66,868.4,116.3
Banana,Maharashtra,Kharif,29.92,890.41,1473.3,148.5
Banana,Tamil Nadu,Kharif,14.91,674.76,1370.2,181.9
Chickpea,Uttar Pradesh,Whole Year,1.03,1.42,306.6,20.0
Grapes,Goa,Zaid,43.66,627.74,895.9,163.4
Apple,Haryana,Whole Year,36.42,476.07,793.6,135.4
Rice,Gujarat,Kharif,17.29,55.33,981.7,88.2
Tomato,Maharashtra,Whole Year,43.71,817.81,807.7,152.1
Chickpea,Maharashtra,Kharif,35.81,75.86,515.7,27.9
Maize,Punjab,Zaid,29.92,142.65,775.6,109.4
Maize,Uttar Pradesh,Zaid,11.92,44.16,557.0,130.8
Grapes,Goa,Whole Year,47.16,798.24,939.3,122.7
Rice,Punjab,Rabi,11.0,32.4,1054.9,131.6
Potato,Uttar Pradesh,Zaid,11.95,263.94,671.9,198.5
Maize,Gujarat,Rabi,44.1,165.48,816.9,65.9
Cotton,Maharashtra,Zaid,33.72,52.01,656.9,56.9
Cotton,Karnataka,Zaid,17.35,33.62,809.1,58.0
Grapes,Madhya Pradesh,Zaid,30.58,492.09,901.4,148.4
Rice,Gujarat,Zaid,11.12,41.1,963.7,63.9
Tomato,Tamil Nadu,Zaid,42.99,1071.15,979.4,157.9
Banana,Haryana,Kharif,32.98,1105.21,1216.4,154.0
Grapes,Haryana,Zaid,49.73,948.87,922.9,167.0
Tomato,Tamil Nadu,Zaid,21.71,490.62,851.4,171.0
Grapes,Rajasthan,Zaid,14.81,218.47,656.2,103.4
Grapes,Gujarat,Rabi,46.39,800.44,849.0,109.9
Apple,Goa,Rabi,16.24,184.48,1104.9,65.7
Cotton,Karnataka,Zaid,28.68,63.22,961.9,70.5
Chickpea,Karnataka,Kharif,29.46,42.26,322.1,97.5
Maize,Punjab,Rabi,35.74,132.46,818.4,103.0
Tomato,Punjab,Zaid,18.25,290.74,784.3,126.7
Chickpea,Maharashtra,Kharif,36.87,71.29,398.9,57.7
Grapes,Haryana,Whole Year,4.14,59.72,844.7,105.4
Cotton,Punjab,Whole Year,35.48,70.86,944.0,109.1
Potato,Gujarat,Kharif,45.05,628.07,386.2,172.1
Grapes,Karnataka,Kharif,24.88,544.61,816.8,189.1
Potato,Maharashtra,Zaid,14.59,279.72,615.4,140.7
Potato,Gujarat,Zaid,12.13,181.53,488.1,149.7
Potato,Karnataka,Rabi,34.4,494.35,440.0,155.3
Grapes,Rajasthan,Zaid,7.73,134.03,635.7,149.8
Maize,Haryana,Zaid,34.13,145.66,612.8,99.4
Cotton,Madhya Pradesh,Whole Year,41.87,77.1,701.3,69.7
Potato,Punjab,Kharif,45.52,706.99,865.9,144.8
Chickpea,Karnataka,Whole Year,45.41,108.96,560.7,82.4
Grapes,Haryana,Whole Year,2.47,50.39,864.7,218.4
Apple,Uttar Pradesh,Kharif,14.74,165.39,722.1,67.2
Apple,Haryana,Rabi,7.95,59.38,992.3,57.5
Maize,Punjab,Whole Year,32.44,144.71,651.7,138.8
Apple,Gujarat,Zaid,47.91,610.77,615.2,81.3
Rice,Tamil Nadu,Kharif,3.51,14.13,947.3,153.4
Tomato,Goa,Whole Year,9.97,242.87,793.3,150.2
Potato,Karnataka,Rabi,20.3,426.04,801.1,163.9
Maize,Uttar Pradesh,Zaid,37.7,141.77,585.8,110.7
Tomato,Punjab,Kharif,26.65,667.73,524.7,180.3
Banana,Goa,Whole Year,21.16,580.89,1077.2,193.0
Potato,Tamil Nadu,Kharif,19.89,455.21,597.8,166.9
Apple,Goa,Rabi,49.35,531.18,813.3,68.4
Chickpea,Uttar Pradesh,Whole Year,15.95,29.01,450.9,31.2
Tomato,Gujarat,Whole Year,29.91,589.88,975.9,172.1
Chickpea,Madhya Pradesh,Kharif,37.08,70.23,353.0,58.4
Chickpea,Madhya Pradesh,Kharif,45.55,69.04,302.0,60.8
Grapes,Haryana,Zaid,39.06,582.21,653.5,152.8
Rice,Uttar Pradesh,Whole Year,31.97,110.36,1109.8,136.4
Maize,Tamil Nadu,Whole Year,47.41,180.33,510.7,88.7
Rice,Uttar Pradesh,Zaid,6.03,23.55,1014.9,84.4
Banana,Maharashtra,Whole Year,5.5,242.16,1119.6,191.2
Wheat,Goa,Zaid,10.24,43.49,385.3,167.7
Banana,Tamil Nadu,Rabi,17.47,793.51,1230.5,208.2
Rice,Gujarat,Kharif,48.81,191.06,1035.6,122.2
Chickpea,Goa,Whole Year,35.02,74.53,590.5,79.7
Chickpea,Karnataka,Kharif,0.58,1.09,376.8,20.0
Grapes,Karnataka,Whole Year,5.72,114.36,773.9,146.3
Banana,Goa,Rabi,15.49,511.17,1370.7,170.6
Rice,Karnataka,Zaid,23.92,114.19,993.8,143.4
Grapes,Rajasthan,Whole Year,32.98,514.86,553.9,143.3
Chickpea,Maharashtra,Whole Year,43.1,88.02,620.7,58.1
Rice,Goa,Zaid,28.66,110.73,983.3,181.9
Rice,Goa,Zaid,42.1,148.58,1012.9,104.9
Wheat,Haryana,Rabi,40.83,151.16,510.1,137.0
Maize,Uttar Pradesh,Rabi,9.21,42.95,643.7,88.0
Apple,Karnataka,Rabi,23.94,265.19,888.5,133.9
Wheat,Uttar Pradesh,Kharif,24.98,123.9,813.7,128.0
Grapes,Maharashtra,Kharif,49.6,968.69,794.4,153.8
Rice,Haryana,Zaid,37.17,109.99,941.2,91.2
Apple,Tamil Nadu,Kharif,31.81,439.0,924.0,114.7
Potato,Gujarat,Zaid,38.0,701.74,805.8,137.3
Grapes,Rajasthan,Rabi,30.96,583.22,829.3,157.4
Banana,Haryana,Zaid,25.17,1159.44,1322.9,209.0
Grapes,Maharashtra,Kharif,29.93,484.97,540.6,152.8
Grapes,Punjab,Whole Year,13.13,189.43,297.8,139.1
Rice,Madhya Pradesh,Zaid,45.46,150.41,1173.5,122.9
Wheat,Uttar Pradesh,Zaid,1.11,4.39,525.3,92.4
Cotton,Tamil Nadu,Whole Year,38.01,70.68,803.1,92.3
Wheat,Punjab,Whole Year,29.53,134.45,447.7,126.5
Wheat,Haryana,Rabi,4.98,25.2,458.3,139.5
Grapes,Uttar Pradesh,Zaid,30.45,450.66,733.7,133.3
Chickpea,Goa,Rabi,35.06,69.61,463.0,90.8
Chickpea,Maharashtra,Zaid,9.27,19.72,479.5,46.5
Chickpea,Rajasthan,Kharif,8.3,19.4,454.2,71.1
Grapes,Karnataka,Whole Year,24.86,304.6,584.3,161.8
Maize,Uttar Pradesh,Zaid,0.99,4.52,762.0,99.6
Potato,Maharashtra,Kharif,4.44,76.15,435.8,184.0
Banana,Karnataka,Kharif,0.69,19.0,999.2,170.6
Cotton,Goa,Whole Year,30.04,60.2,915.7,99.2
Banana,Rajasthan,Whole Year,22.35,713.14,933.0,179.8
Apple,Haryana,Whole Year,38.81,512.16,1149.5,81.7
Rice,Rajasthan,Zaid,14.43,37.29,903.8,115.7
Wheat,Rajasthan,Rabi,27.98,89.4,406.7,95.8
Apple,Haryana,Kharif,41.51,520.1,956.6,75.0
Apple,Uttar Pradesh,Rabi,36.84,354.58,1190.3,88.5
Potato,Goa,Rabi,9.89,162.1,567.2,151.5
Wheat,Karnataka,Zaid,47.72,177.72,499.0,112.6
Tomato,Goa,Rabi,16.29,243.43,555.2,150.2
Rice,Punjab,Rabi,32.54,106.82,939.7,112.8
Cotton,Uttar Pradesh,Zaid,49.2,101.66,721.6,87.3
Rice,Maharashtra,Whole Year,21.65,68.65,1228.6,98.7
Rice,Punjab,Zaid,25.89,75.91,891.4,110.7
Tomato,Karnataka,Zaid,18.89,385.53,734.7,160.6
Rice,Haryana,Whole Year,31.15,110.51,892.0,112.9
Wheat,Uttar Pradesh,Rabi,9.72,43.64,368.8,181.4
Chickpea,Rajasthan,Whole Year,46.95,96.07,550.3,51.1
Tomato,Rajasthan,Rabi,32.78,680.22,744.0,165.1
Chickpea,Madhya Pradesh,Kharif,16.55,22.78,435.5,30.9
Cotton,Maharashtra,Kharif,25.53,58.13,966.0,75.2
Banana,Rajasthan,Zaid,38.86,1474.57,1420.4,222.3
Rice,Madhya Pradesh,Zaid,19.72,60.39,954.7,125.2
Cotton,Goa,Rabi,24.46,54.98,926.5,66.2
Maize,Maharashtra,Rabi,44.66,192.53,845.8,156.2
Apple,Maharashtra,Zaid,11.85,172.17,854.2,121.0
Chickpea,Haryana,Kharif,46.12,67.15,292.1,37.8
Rice,Madhya Pradesh,Whole Year,46.07,135.3,874.0,101.4
Banana,Gujarat,Zaid,16.36,529.13,1469.4,221.4
Apple,Rajasthan,Zaid,21.7,284.84,828.3,131.6
Maize,Karnataka,Kharif,16.69,44.86,778.6,68.6
Banana,Punjab,Zaid,36.87,1362.5,1238.6,207.8
Maize,Karnataka,Kharif,23.82,104.7,782.4,91.6
Rice,Maharashtra,Kharif,30.68,107.97,1100.8,114.8
Chickpea,Tamil Nadu,Zaid,38.89,73.73,431.1,63.2
Apple,Maharashtra,Zaid,33.34,330.39,840.3,114.4
Rice,Madhya Pradesh,Kharif,23.61,91.91,1178.4,126.9
Rice,Tamil Nadu,Rabi,49.7,195.69,993.7,128.0
Chickpea,Madhya Pradesh,Whole Year,15.98,32.68,381.9,45.4
Chickpea,Rajasthan,Rabi,28.43,60.35,583.4,36.7
Rice,Gujarat,Whole Year,5.24,17.9,812.6,134.2
Rice,Gujarat,Zaid,28.35,98.14,925.6,115.0
Wheat,Karnataka,Zaid,12.76,50.63,431.2,149.2
Banana,Tamil Nadu,Zaid,32.32,1133.25,1374.6,194.0
Potato,Uttar Pradesh,Zaid,6.72,111.5,364.0,119.1
Apple,Karnataka,Rabi,36.31,345.27,1000.3,81.0
Apple,Madhya Pradesh,Rabi,36.68,430.61,700.4,86.5
Wheat,Tamil Nadu,Kharif,28.96,102.49,550.8,146.2
Tomato,Rajasthan,Kharif,22.35,354.11,785.1,141.4
Apple,Gujarat,Zaid,7.29,90.04,1127.5,94.0
Rice,Uttar Pradesh,Whole Year,23.67,66.58,908.9,82.8
Banana,Punjab,Zaid,38.42,1736.83,1449.9,253.5
Maize,Uttar Pradesh,Zaid,22.12,80.53,880.1,101.4
Banana,Gujarat,Zaid,10.49,393.9,1339.2,226.9
Cotton,Rajasthan,Kharif,45.07,83.99,732.9,118.5
Wheat,Punjab,Zaid,14.08,63.94,487.2,154.4
Cotton,Madhya Pradesh,Kharif,31.24,71.27,691.7,135.5
Wheat,Karnataka,Zaid,34.36,137.92,600.3,169.2
Chickpea,Uttar Pradesh,Rabi,47.99,70.63,370.8,26.1
Cotton,Maharashtra,Zaid,49.14,114.29,811.8,95.9
Grapes,Haryana,Whole Year,49.35,478.55,639.4,119.0
Banana,Haryana,Zaid,26.43,782.94,1376.3,203.6
Banana,Tamil Nadu,Zaid,37.33,1459.5,1108.3,212.1
Banana,Madhya Pradesh,Kharif,37.52,1360.39,1260.7,204.0
Chickpea,Rajasthan,Zaid,4.07,7.15,502.1,83.2
Rice,Rajasthan,Whole Year,9.04,32.04,944.7,122.5
Grapes,Haryana,Rabi,34.76,510.16,548.5,129.5
Cotton,Gujarat,Rabi,25.37,55.17,959.6,91.4
Apple,Punjab,Zaid,24.79,190.58,845.4,50.5
Cotton,Tamil Nadu,Zaid,2.18,3.82,548.9,100.4
Wheat,Rajasthan,Kharif,18.32,65.24,731.6,120.9
Apple,Punjab,Whole Year,25.34,379.89,987.0,100.3
Wheat,Karnataka,Whole Year,21.79,106.13,664.1,149.4
